职位,公司,薪资,城市,公司详情页
深度学习算法工程师,华诺星空技术股份有限公司,1.3-2.6万,长沙,https://jobs.51job.com/all/coUjZWMV89Bz4ObgFnB2A.html
机器视觉算法工程师,湖南省鹰眼在线电子科技有限公司,2-3万,长沙·开福区,https://jobs.51job.com/all/coVTZUNFc0UW0AYFQwUTI.html
图像处理算法工程师（AI方向）,上海贝特威自动化科技有限公司,2-3万,南京,https://jobs.51job.com/all/coB2ACYlc8VmxTM1YzUzc.html
AI服务端高级开发工程师(J10504),卓望信息技术（北京）有限公司,2.5-3.5万,北京·丰台区,https://jobs.51job.com/all/coVDZRNwRjBjlWMwRiAWc.html
AI算法工程师,广州华夏汇海科技有限公司,1.8-2万,佛山·南海区,https://jobs.51job.com/all/coUzYBbFI1BDkBZFYyVjQ.html
嵌入式工程师,苏州佳顺智能机器人股份有限公司,1-2万,深圳,https://jobs.51job.com/all/coCW1UOARjBDtTMlY3Vzs.html
AI应用研发工程师,上海期货信息技术有限公司,2.5-3.5万,上海·浦东新区,https://jobs.51job.com/all/coVDRQMV45AzgDZAxrUDY.html
车载人工智能,陕西凉温信息科技有限公司,6千-1.2万,合肥·高新区,https://jobs.51job.com/all/coUzxRNFc2Aj4OaFE7AGY.html
AIGC课程研发工程师,晶程甲宇科技（上海）有限公司,8千-1.5万·13薪,上海·闵行区,https://jobs.51job.com/all/coCGhRNV84Um8PbwZjUDw.html
人工智能应用,深圳市博悦数字科技有限责任公司,2-3.5万·14薪,深圳·南山区,https://jobs.51job.com/all/coVTtSNlI5Az5WNlM1UzY.html
AI算法工程师,上海脉源企业管理咨询有限公司,3-4万·14薪,上海·徐汇区,https://jobs.51job.com/all/coBGZQN1MyUmgPawNjAWU.html
项目经理(AI人工智能方向),中山快享成贸易有限公司,1.8-3.6万,中山·东区,https://jobs.51job.com/all/coB2ddP18_ATdUN1Y2Uj8.html
视觉算法工程师,东莞市摩视自动化科技有限公司,1.5-3万,东莞·长安镇,https://jobs.51job.com/all/coBWVSMwBjBDgEaFc9UTY.html
汽车人工智能软件开发工程师,广州一亨科技有限公司,40-60万/年,上海,https://jobs.51job.com/all/coAmNRMFc2BTpTNwFgBmM.html
高级AI开发工程师（广州）,凯通科技股份有限公司,3-5万,广州·黄埔区,https://jobs.51job.com/all/coBmEBZVczDjUHZwNm.html
项目经理(AI人工智能方向),中山快享成贸易有限公司,1.8-3.6万,中山·东区,https://jobs.51job.com/all/coB2ddP18_ATdUN1Y2Uj8.html
Web前端开发,青岛智力云人工智能科技有限公司,5-8千,青岛·市北区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
汽车人工智能软件开发工程师,广州一亨科技有限公司,2.5-5万,上海·松江区,https://jobs.51job.com/all/coAmNRMFc2BTpTNwFgBmM.html
人工智能测试助理,广州市花捌光学技术有限公司,6-9千·13薪,深圳·龙岗区,https://jobs.51job.com/all/coAG4HZgBgBjpUNlcyUjE.html
项目经理(AI人工智能方向),中山快享成贸易有限公司,1.8-3.6万,中山·东区,https://jobs.51job.com/all/coB2ddP18_ATdUN1Y2Uj8.html
软件测试工程师,青岛智力云人工智能科技有限公司,6-8千,青岛·李沧区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
人工智能工程师,武汉唯众智创科技有限公司,6千-1.2万,武汉·江夏区,https://jobs.51job.com/all/coUTVTPgBrAjkCbgdgVzo.html
职位,公司,薪资,城市,公司详情页
AI算法/机器学习/数据处理工程师(上海),常州三泰科技有限公司,1.5-3万,上海·长宁区,https://jobs.51job.com/all/coA2YAY1MwBjgPaVMwB2o.html
视觉AI算法设计工程师,上海犀灵视觉科技有限公司,2.3-4.2万·13薪,成都·高新区,https://jobs.51job.com/all/coVjdWNAdnU25VMFE3UDU.html
5.web前端工程师,青岛智力云人工智能科技有限公司,6-8千,青岛·崂山区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
汽车人工智能技术组长,武汉欧可道企业管理咨询有限公司,50-70万/年,上海,https://jobs.51job.com/all/coCGtXMFAzAjsHZ1A2VDI.html
Java开发工程师（AI大模型开发）,上海速强信息技术股份有限公司,1.3-1.5万,上海·浦东新区,https://jobs.51job.com/all/coAWVRN1czDjQCZFY0VDg.html
人工智能测试助理,深圳奋达国际技术服务有限公司,4.5-9千,深圳·龙华区,https://jobs.51job.com/all/coUjwFZ1Y8ATcHYgxuXD8.html
网络管理员/网管/系统维护,青岛智力云人工智能科技有限公司,6-8千,青岛·李沧区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
人工智能战略发展组长,武汉欧可道企业管理咨询有限公司,50-70万/年,上海,https://jobs.51job.com/all/coCGtXMFAzAjsHZ1A2VDI.html
算法工程师(J10402),南京康尼机电股份有限公司,12-18万/年,南京·鼓楼区,https://jobs.51job.com/all/coA2FXNlA6BTMGalM3.html
人工智能测试助理,深圳市易德智贤科技有限公司,6-8千,深圳·龙岗区,https://jobs.51job.com/all/coAm1VMVU3AD9TNA1pB2M.html
IT系统运维,青岛智力云人工智能科技有限公司,6-8千,青岛·市南区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
AI算法工程师(J10261),伊之密股份有限公司,1.7-3万·15薪,佛山·顺德区,https://jobs.51job.com/all/coUzdWNARiBzECZQdkVDM.html
AI设计师,福建米聆科技有限公司,6千-1.2万,泉州·石狮市,https://jobs.51job.com/all/coVjZdMQVuDjQEZQ1nAmc.html
人工智能研发助理,深圳市思道信息科技有限公司,5.5千-1.1万·13薪,深圳·龙华区,https://jobs.51job.com/all/coBWUGZV8_VmsOblE7UjA.html
Web前端工程师,青岛智力云人工智能科技有限公司,6-8千,青岛·崂山区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
AI开发工程师,深圳市西邮智仓科技有限公司,2-3万·13薪,深圳·龙岗区,https://jobs.51job.com/all/coCWgCblIwUm9VMgRmUz8.html
人工智能工程师,贵州恒创顺互联网科技有限公司,6千-1.2万·13薪,昆明·五华区,https://jobs.51job.com/all/coUj1XM146ADpRNA1nVDc.html
AI 方案售前工程师,深圳创力生长科技有限公司,1-1.6万·14薪,深圳·福田区,https://jobs.51job.com/all/coUT5TNlQ1DjFSM1M5XTk.html
JavaWeb开发工程师,青岛智力云人工智能科技有限公司,6-9千,青岛·市南区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
人工智能工程师、助理，实习,四川盛麒达讯科技有限公司,4-7千,成都·高新区,https://jobs.51job.com/all/coCWdUOQBkBTIEZlY2XTg.html
算法工程师,上海人工智能研究院有限公司,1.2-2.2万,上海·闵行区,https://jobs.51job.com/all/coAWJRNlQzADZUNwNpUDE.html
AI 方案售前工程师-广州工作,深圳创力生长科技有限公司,8千-1.5万·14薪,广州·越秀区,https://jobs.51job.com/all/coUT5TNlQ1DjFSM1M5XTk.html
JavaWeb开发工程师,青岛智力云人工智能科技有限公司,6-9千,青岛·市北区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
人工智能实习生,贵州玉珏网络技术服务有限责任公司,4-7千·13薪,贵阳,https://jobs.51job.com/all/coVDVWNl44VW0DYwRuVzA.html
研发工程师,上海人工智能研究院有限公司,1.2-2.2万,呼和浩特·赛罕区,https://jobs.51job.com/all/coAWJRNlQzADZUNwNpUDE.html
人工智能工程师实习,陕西华码半导体科技有限公司,7-9千·14薪,西安·雁塔区,https://jobs.51job.com/all/coAmxSMAdmBDoCYgBqAm4.html
软件测试工程师,青岛智力云人工智能科技有限公司,8千-1万,青岛·李沧区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
技术型销售工程师/销售经理（机器人&AI服务器）,上海雅创电子集团股份有限公司,1-2万·13薪,上海·闵行区,https://jobs.51job.com/all/coBGBWN1I4VWgHYlMxBmQ.html
算法工程师,上海人工智能研究院有限公司,1.5-2.5万,嘉兴·嘉善县,https://jobs.51job.com/all/coAWJRNlQzADZUNwNpUDE.html
人工智能开发,陕西华码半导体科技有限公司,1-1.8万·15薪,西安·雁塔区,https://jobs.51job.com/all/coAmxSMAdmBDoCYgBqAm4.html
软件开发工程师,青岛智力云人工智能科技有限公司,8千-1万,青岛·市北区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
成本核价工程师-研发、采购背景,无锡先导智能装备股份有限公司,8千-1.6万·14薪,无锡,https://jobs.51job.com/all/coAGRcPVYzVGwAbVQyVDY.html
大数据算法工程师(J10250),合肥欣奕华智能机器有限公司,1-2万,合肥·新站区,https://jobs.51job.com/all/coUzJWMgNmVWMBYA1qVjQ.html
视觉算法工程师,西安德为医疗科技有限公司,8千-1.5万·13薪,西安,https://jobs.51job.com/all/coUjNRPAdkBDlTPlE6XDw.html
软件实施工程师,青岛智力云人工智能科技有限公司,6-8千,青岛·市北区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
AI训练师,三零一设计（广州）有限公司,5千-1万,广州·天河区,https://jobs.51job.com/all/coCGhQPABkBjwDYAxmUz8.html
前端工程师-AI方向,深圳市渡渡鸟网络科技有限公司,2-4万·14薪,深圳·福田区,https://jobs.51job.com/all/coCGhWNgRkVGJVOQJnAWw.html
人工智能专家(J10961),中移（上海）信息通信科技有限公司,,上海·浦东新区,https://jobs.51job.com/all/coBGdRMVU3UmwEaQZgAmQ.html
硬件工程师,青岛智力云人工智能科技有限公司,8千-1万,青岛·市南区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
AI工程师,南京国通智能科技有限公司,1-2万,南京·秦淮区,https://jobs.51job.com/all/coUjwFaFY3VmkOaABhAmI.html
软件研发工程师,苏州斯特智能科技有限公司,8千-1.2万,苏州·苏州工业园区,https://jobs.51job.com/all/coB2cHZQJlAz4OblczVjc.html
算法工程师（NLP方向）（J11138）,中移（上海）信息通信科技有限公司,,上海·浦东新区,https://jobs.51job.com/all/coBGdRMVU3UmwEaQZgAmQ.html
HTML5,青岛智力云人工智能科技有限公司,7-9千,青岛·市南区,https://jobs.51job.com/all/coVDVWMQRgAz8AZQdnUTE.html
高级人工智能应用工程师（重庆）(J10038),重庆再升科技股份有限公司,1.8-3万,重庆·渝北区,https://jobs.51job.com/all/coB2lSPlczBD8BbAJjUD0.html
软件研发工程师,苏州斯特智能科技有限公司,8千-1.2万,苏州·苏州工业园区,https://jobs.51job.com/all/coB2cHZQJlAz4OblczVjc.html
智能制造高级项目工程师5675,广西柳工机械股份有限公司,1.2-1.5万,柳州·柳北区,https://jobs.51job.com/all/coUTUBYVc2BjoHagZtVTc.html
图像深度学习工程师、YOLO工程师,烟台云都海鹰无人机应用技术有限公司,6千-1万,烟台·开发区,https://jobs.51job.com/all/coCGsFZgVgUWkEYA1mVjs.html
NLP自然语言算法工程师,广州易达建信科技开发有限公司,1.5-2.5万,广州·天河区,https://jobs.51job.com/all/coA20GawBmDzlUOFY9VDA.html
AI视觉算法工程师(上海)(J10759),善诚科技发展（上海）有限公司,1.2-1.5万·14薪,上海·浦东新区,https://jobs.51job.com/all/coVTEAZQVuBzsEaFEw.html
AI高级工程师(J10463),卓望信息技术（北京）有限公司,2.5-3.5万,北京·丰台区,https://jobs.51job.com/all/coVDZRNwRjBjlWMwRiAWc.html
AI算法工程师,昆明浩方科技有限公司,8千-1.5万,昆明·五华区,https://jobs.51job.com/all/coCG0HYQNpBzkGYFE3UTc.html
AI项目工程师,杭州安费诺飞凤通信部品有限公司,7千-1万·14薪,杭州·钱塘区,https://jobs.51job.com/all/coVTFTN1UzVWhUNAZnVjA.html
AI视觉算法工程师(上海)(J10759),善诚科技发展（上海）有限公司,1.2-1.6万·13薪,上海·浦东新区,https://jobs.51job.com/all/coVTEAZQVuBzsEaFEw.html
大模型算法工程师,上海泓明供应链有限公司,1.5-2万,上海·浦东新区,https://jobs.51job.com/all/coVTZVNwJgVm9VOABm.html
高级AI算法工程师(J10497),广州极飞科技股份有限公司,2-3.2万,广州·天河区,https://jobs.51job.com/all/coAGUGZlcwUmkBYgBrVDI.html
图像算法工程师,慧算智能技术（上海）有限公司,18-30万/年,上海·闵行区,https://jobs.51job.com/all/coUzAGa1U_UWoOa1EyVTg.html
数据分析师（智能洞察方向）,中国移动通信有限公司在线营销服务中心,1.3-2.5万·13薪,郑州,https://jobs.51job.com/all/coBmRTMVcwDjhUOFM5VTg.html
算法开发工程师,无锡锂云科技有限公司,1-2万,无锡·惠山区,https://jobs.51job.com/all/coUjxQMFI2AzQHaw1nVTE.html
人工智能（研究岗）,季华实验室,1.5-1.8万,佛山·南海区,http://campus.51job.com/jihualab2022/
嵌入式软件开发工程师-AI应用开发,湖北亿立能科技股份有限公司,1.5-2万,武汉·武昌区,https://jobs.51job.com/all/coAGMBYFI3BzBUMAxqUz4.html
AI应用系统开发工程师(J10036),深圳市天一泓投资控股股份有限公司,2-3万,深圳·龙华区,https://jobs.51job.com/all/coCGlSMVE0U2gHawxmUDA.html
人工智能科学家(J10243),浙江凯乐士科技集团股份有限公司,4-5万,武汉·汉阳区,https://jobs.51job.com/all/coAmJSMVI4BjwEaAxqVTE.html
NLP实习生,浙江中隧桥波形钢腹板有限公司,3-6千·13薪,杭州·萧山区,https://jobs.51job.com/all/coB2lVNFI2BTNSNwBrBmY.html
人工智能视觉部部长(J44960),京东方科技集团股份有限公司,5-10万,北京·大兴区,https://jobs.51job.com/all/coCG9VNAdiUm0CY1Ay.html
智能座舱AI系统工程师(J11505),东风汽车有限公司东风日产乘用车公司,1.6-2.4万,广州·花都区,https://jobs.51job.com/all/coBmdRMgdgAj4PbgRv.html
人工智能科学家(J10243),浙江凯乐士科技集团股份有限公司,4-5万,武汉·汉阳区,https://jobs.51job.com/all/coAmJSMVI4BjwEaAxqVTE.html
视觉算法工程师,工博士机器人技术有限公司,9千-1.5万·13薪,苏州,https://jobs.51job.com/all/coUjMAYVEyDjVSPwRmXDA.html
嵌入式工程师——AI运动影像团队,深圳科创学院,5千-1万,深圳·南山区,https://jobs.51job.com/all/coA2JWNgdgUmgCbwxnAGY.html
AI算法研究工程师(J10469),上海柏楚电子科技股份有限公司,1.1-2.2万·17薪,上海·闵行区,https://jobs.51job.com/all/coAGNVMwRlBDIDZQxpVDY.html
算法工程师,广州福斯哲智能科技有限公司,1.5-3万,广州·黄埔区,https://jobs.51job.com/all/coVjYAYANgVmpUNwxuAGQ.html
RPA开发工程师,上海人工智能研究院有限公司,1.5-2.5万,上海·闵行区,https://jobs.51job.com/all/coAWJRNlQzADZUNwNpUDE.html
算法工程师——AI运动影像团队,深圳科创学院,5千-1万,深圳·南山区,https://jobs.51job.com/all/coA2JWNgdgUmgCbwxnAGY.html
图形算法实习生(J10535),上海柏楚电子科技股份有限公司,200元/天,上海·闵行区,https://jobs.51job.com/all/coAGNVMwRlBDIDZQxpVDY.html
深度学习图像算法工程师,合肥博示电子科技有限责任公司,1.5-3万·13薪,合肥·新站区,https://jobs.51job.com/all/coUT9dMAdgVm0FZVE2XT0.html
全栈开发工程师,上海人工智能研究院有限公司,1.5-2.5万,上海·闵行区,https://jobs.51job.com/all/coAWJRNlQzADZUNwNpUDE.html
node.js全栈工程师,联续边界（上海）人工智能科技有限公司,3-4万,上海·杨浦区,https://jobs.51job.com/all/coVDsAZV4_BTJSPwVkVzY.html
咨询工程师,深圳市亚华投资咨询有限公司,6千-1.1万·13薪,深圳·龙岗区,https://jobs.51job.com/all/coVDdWOlU2U24AZ1Q3VzM.html
AI开发工程师,中电科普天科技股份有限公司,1.2-1.8万,广州·海珠区,https://jobs.51job.com/all/coVDNdOwVgUW1TNAFq.html
算法工程师_人工智能方向,北京君正集成电路股份有限公司,8千-1.6万,合肥,https://jobs.51job.com/all/coCG9UMlc9DzYEZgBkUTM.html
售前技术支持工程师,广州赢溢电子有限公司,8千-1万·13薪,西安,https://jobs.51job.com/all/coBWpSNwBhUm4AZwxtVzA.html
大模型算法工程师,埃夫特智能装备股份有限公司,35-55万/年,上海·松江区,https://jobs.51job.com/all/coVTdQMAdtBjkFYwVhXTA.html
前端工程师,联续边界（上海）人工智能科技有限公司,1.5-2万,上海·杨浦区,https://jobs.51job.com/all/coVDsAZV4_BTJSPwVkVzY.html
嵌入式软件工程师,深圳市夏瑞科技股份有限公司,8千-1.1万·13薪,深圳·宝安区,https://jobs.51job.com/all/coA2cFZFczBDxSNwNmAGw.html
项目经理(AI人工智能方向),中山华定科技有限公司,1.8-3.6万,中山·东区,https://jobs.51job.com/all/coAWNXMVUyAzUEYQBgBmU.html
AI设备工程师,广东瑞德智能科技股份有限公司,1.2-1.5万,佛山·顺德区,https://jobs.51job.com/all/coVjNXMQRkAD1RN1Q3VDc.html
全栈工程师,上海人工智能研究院有限公司,1.2-2万,呼和浩特,https://jobs.51job.com/all/coAWJRNlQzADZUNwNpUDE.html
AI算法工程师（磁共振方向）(J15309),上海联影医疗科技股份有限公司,2.5-4万,上海·嘉定区,https://jobs.51job.com/all/coB2MFZFM1VGoOaQJkBWg.html
AI算法工程师（3D视觉方向）,劢微机器人科技（深圳）有限公司,2.5-4万,深圳·光明区,https://jobs.51job.com/all/coCGtcMFExVm8CYAZmUTM.html
AI设备工程师,广东瑞德智能科技股份有限公司,1.2-1.5万,佛山·顺德区,https://jobs.51job.com/all/coVjNXMQRkAD1RN1Q3VDc.html
研发工程师（吴治峄课题组）,北京纳米能源与系统研究所,1-2万,北京·怀柔区,https://jobs.51job.com/all/coVTAFaQJpAz0FZQ1tXTA.html
AI工程师,武汉永力科技股份有限公司,1-2万·13薪,武汉,https://jobs.51job.com/all/coVTABZlUzVWoEZQJpVjE.html
专利工程师（英文撰写）,北京龙双利达知识产权代理有限公司,1-1.5万,北京·海淀区,https://jobs.51job.com/all/coCGhRNwNgVmsFaARnUDA.html
AI设备工程师,广东瑞德智能科技股份有限公司,1.2-1.5万,佛山·顺德区,https://jobs.51job.com/all/coVjNXMQRkAD1RN1Q3VDc.html
人工智能工程师（大模型方向）,上交所技术有限责任公司,,上海·浦东新区,https://jobs.51job.com/all/coUjIHY1I0BT1UMgRgVjc.html
AI算法工程师,广州恒沙数字科技有限公司,8千-1.2万,广州·海珠区,https://jobs.51job.com/all/coBWoBZF4_BT0FZ1ExVTY.html
视觉算法工程师,无锡科艾思信息科技有限公司,1.5-2.5万,无锡·新吴区,https://jobs.51job.com/all/coCWpTNQVvBj0PaQViBWI.html
AI设备工程师,广东瑞德智能科技股份有限公司,1.2-1.5万,佛山·顺德区,https://jobs.51job.com/all/coVjNXMQRkAD1RN1Q3VDc.html
人工智能硬件产品经理,上海舆芯半导体科技有限公司,2-4万,上海,https://jobs.51job.com/all/coB2ZTNAVvDzgBYlM3B2U.html
AI算法工程师（3D点云）,深圳积木易搭科技技术有限公司,2-4万·13薪,武汉·洪山区,https://jobs.51job.com/all/coVDZRNVQ3Vm0Cb1Q-BWk.html
算法工程师-宁波,康龙化成（宁波）科技发展有限公司,2.5-5万,宁波·慈溪市,https://jobs.51job.com/all/coCGgHZgNiVG0AZ1EwUD0.html
职位,公司,薪资,城市,公司详情页
AI算法工程师,广州众志诚信息科技有限公司,1.5-2.5万·13薪,西安·西咸新区,https://jobs.51job.com/all/coAmFSN1c3BjwGYFAzUDw.html
